пролет,блок_col,k,с/в,с/в_0,"Высота, м","шаг рам,м",колонна,коэф исп.%,балка,коэф исп.%_6,прогоны,коэф исп.%_8,балки конек,балки карниз,кололнна опора,колонна карниз,Болты в раме,"металлоемкость оциноковка, кг","металлоемкость узловых пластин, кг","общая металлоемкость  рамы, кг","металло-емкость распорк, кг","металлоемкость гориз. связей, распорк, кг"
24м,TF,1.0,5/3,5/3,9,2.73,ПГС300/20х80х3 с распорками,84,ПГС300/20х80х3,88,,,10х2,10х2,10х2,9х2,312,1134.829296,555,1689.829296,,1089.9
24м,TF,1.0,2/2,2/2,9,3,ПГС300/20х80х3 с распорками,89,"ПГС300/20х80х2,5",79,,,8х2,10х2,10х2,7х2,280,1041.243048,516,1557.243048,,1089.9
24м,TF,1.0,1/3,1/3,9,3,ПГС300/20х80х3,88,ПГС245/20х80х2,70,,,8х2,7х2,10х2,5х2,240,910.1428200000001,468,1378.14282,,778.5000000000001
24м,TF,1.0,3/3,3/3,9,3.75,ПГС300/20х80х3 с распорками М.П.390,90,ПГС300/20х80х3,82,,,8х2,10х2,10х2,8х2,288,1134.829296,526,1660.829296,,1089.9
24м,UO,0.8,1/3,1/3,9,6,ПГС300/20х80х2 с распорками,77,ПГС300/20х80х2 сг по Р,76,,,7х2,10х2,9х2,9х2,280,810.213696,516,1326.213696,,1881.6000000000001
24м,UO,0.8,2/3,2/3,9,3.75,ПГС300/20х80х3,84,ПГС300/20х80х2,85,,,10х2,10х2,9х2,9х2,304,949.5336960000001,545,1494.533696,,778.5000000000001
24м,UO,0.8,2/4,2/4,9,5,"ПГС300/20х80х2,5",73,ПГС300/20х80х3 сг по Р,80,,,7х2,10х2,9х2,10х2,288,1064.4636960000003,526,1590.4636960000003,,1344.0000000000002
24м,UO,0.8,3/1,3/1,9,5,"ПГС300/20х80х2,5",87,ПГС300/20х80х3,86,,,8х2,10х2,10х2,9х2,296,1064.4636960000003,536,1600.4636960000003,,1080
24м,UO,0.8,3/2,3/2,9,4.7,ПГС300/20х80х3,86,ПГС300/20х80х3,77,,,8х2,10х2,9х2,8х2,280,1134.829296,516,1650.829296,,1080
24м,UO,0.8,4/1,4/1,9,4,"ПГС300/20х80х2,5",79,ПГС300/20х80х3,83,,,9х2,10х2,9х2,9х2,296,1064.4636960000003,536,1600.4636960000003,,778.5000000000001
24м,UO,0.8,4/3,4/3,9,3.75,ПГС300/20х80х3,89,ПГС300/20х80х3,82,,,8х2,10х2,10х2,9х2,296,1134.829296,536,1670.829296,,778.5000000000001
24м,UO,0.8,5/1,5/1,9,3.33,"ПГС300/20х80х2,5",78,ПГС300/20х80х3,85,,,9х2,10х2,8х2,9х2,288,1064.4636960000003,526,1590.4636960000003,,778.5000000000001
24м,UO,0.8,5/3,5/3,9,3.16,ПГС300/20х80х3 с распорками,77,ПГС300/20х80х3,82,,,9х2,10х2,9х2,8х2,288,1134.829296,526,1660.829296,,1089.9
24м,UO,0.8,2/2,2/2,9,5,ПГС300/20х80х3 с распорками,84,"ПГС300/20х80х2,5",77,,,7х2,10х2,10х2,7х2,272,1041.243048,507,1548.243048,,1512
24м,UO,0.8,1/3,1/3,9,4,ПГС300/20х80х3,87,ПГС300/20х80х2,67,,,8х2,6х2,10х2,5х2,232,949.5336960000001,459,1408.533696,,778.5000000000001
24м,UO,0.8,3/3,3/3,9,4.5,ПГС300/20х80х3 распорки,89,"ПГС300/20х80х2,5 М.П.390",84,,,8х2,10х2,10х2,8х2,288,1041.243048,526,1567.243048,,1089.9
